name,lang,id,n,size(B),cpu(s),mem(KB),status,load,elapsed(s)
binarytrees,v8,1,16,467,1.032,30044,0,9% 13% 17% 100%,1.039
binarytrees,v8,1,20,467,33.360,448540,0,1% 1% 1% 100%,33.405
binarytrees,oz,1,12,479,1.880,69488,0,1% 1% 2% 100%,1.888
binarytrees,oz,1,16,479,41.424,1522268,0,0% 0% 0% 100%,41.457
binarytrees,oz,1,20,479,1011.772,1555540,0,0% 0% 0% 100%,1012.176
binarytrees,dart,1,12,503,0.112,0,0,0% 0% 0% 100%,0.126
binarytrees,dart,1,16,503,0.668,46232,0,1% 0% 4% 100%,0.673
binarytrees,dart,1,20,503,22.964,181836,0,0% 1% 1% 100%,22.987
binarytrees,go,4,12,688,0.168,0,0,0% 0% 0% 100%,0.173
binarytrees,go,4,16,688,4.272,13952,0,1% 1% 0% 100%,4.277
binarytrees,go,4,20,688,90.480,199244,0,1% 0% 0% 100%,90.573
binarytrees,perl,3,12,706,0.000,0,-2,50% 0% 0% 50%,0.023
binarytrees,perl,3,16,706,0.000,0,-2,50% 0% 0% 50%,0.023
binarytrees,perl,3,20,706,0.000,0,-2,50% 0% 0% 50%,0.023
binarytrees,java,1,12,1007,0.200,0,0,0% 0% 0% 100%,0.203
binarytrees,java,1,16,1007,0.952,147300,0,5% 3% 0% 100%,0.958
binarytrees,java,1,20,1007,21.264,532304,0,1% 0% 1% 100%,21.292
binarytrees,vw,1,12,722,0.168,15484,0,9% 12% 19% 92%,0.754
binarytrees,vw,1,16,722,2.308,76868,0,5% 6% 12% 100%,2.312
binarytrees,vw,1,20,722,65.600,316312,0,0% 0% 0% 100%,65.665
binarytrees,rust,1,12,788,0.040,0,0,0% 17% 20% 100%,0.043
binarytrees,rust,1,16,788,0.684,21672,0,0% 1% 0% 100%,0.689
binarytrees,rust,1,20,788,14.484,130452,0,1% 1% 1% 100%,14.500
binarytrees,yarv,4,12,402,0.520,6008,0,2% 0% 2% 100%,0.524
binarytrees,yarv,4,16,402,10.508,24996,0,0% 1% 1% 100%,10.516
binarytrees,yarv,4,20,402,215.176,300436,0,1% 1% 0% 100%,215.261
binarytrees,hipe,1,12,441,0.208,548,0,0% 0% 9% 95%,0.214
binarytrees,hipe,1,16,441,1.940,35952,0,1% 1% 1% 100%,1.950
binarytrees,hipe,1,20,441,50.491,443172,0,0% 0% 0% 100%,50.552
binarytrees,fpascal,1,12,769,0.064,0,0,0% 0% 0% 100%,0.067
binarytrees,fpascal,1,16,769,1.448,2608,0,0% 2% 0% 100%,1.450
binarytrees,fpascal,1,20,769,33.260,65836,0,0% 1% 0% 100%,33.282
binarytrees,ats,1,12,926,0.044,0,0,0% 0% 0% 100%,0.048
binarytrees,ats,1,16,926,0.868,8724,0,1% 1% 0% 100%,0.873
binarytrees,ats,1,20,926,17.977,132104,0,0% 1% 0% 100%,17.987
binarytrees,gnat,1,12,955,0.088,0,0,0% 0% 0% 90%,0.090
binarytrees,gnat,1,16,955,1.916,5436,0,1% 0% 1% 100%,1.918
binarytrees,gnat,1,20,955,40.648,99416,0,1% 0% 0% 100%,40.683
binarytrees,go,1,12,516,0.176,0,0,0% 6% 0% 95%,0.178
binarytrees,go,1,16,516,4.188,11368,0,1% 1% 0% 100%,4.196
binarytrees,go,1,20,516,89.820,170752,0,1% 1% 0% 100%,89.912
binarytrees,go,8,12,814,0.092,0,0,0% 0% 0% 90%,0.095
binarytrees,go,8,16,814,2.408,15740,0,0% 1% 2% 100%,2.414
binarytrees,go,8,20,814,54.000,134696,0,0% 1% 0% 100%,54.048
binarytrees,go,2,12,694,0.172,0,0,0% 0% 6% 100%,0.175
binarytrees,go,2,16,694,4.284,14016,0,2% 1% 2% 100%,4.293
binarytrees,go,2,20,694,90.572,199132,0,1% 1% 1% 100%,90.651
binarytrees,lua,2,12,446,0.796,4516,0,0% 0% 1% 100%,0.801
binarytrees,lua,2,16,446,20.433,56260,0,0% 1% 1% 100%,20.457
binarytrees,lua,2,20,446,449.988,1033624,0,0% 14% 4% 100%,450.483
binarytrees,perl,1,12,448,1.160,2520,0,1% 0% 1% 100%,1.169
binarytrees,perl,1,16,448,27.312,19392,0,11% 11% 12% 100%,27.338
binarytrees,perl,1,20,448,602.632,289324,0,0% 0% 0% 100%,603.135
binarytrees,gpp,2,12,553,0.080,0,0,0% 0% 0% 100%,0.084
binarytrees,gpp,2,16,553,1.824,6940,0,0% 1% 1% 100%,1.828
binarytrees,gpp,2,20,553,38.852,99080,0,0% 0% 1% 100%,38.874
binarytrees,yarv,1,12,412,0.528,5732,0,4% 0% 2% 100%,0.532
binarytrees,yarv,1,16,412,11.072,27948,0,1% 1% 1% 100%,11.081
binarytrees,yarv,1,20,412,227.060,400436,0,0% 0% 1% 100%,227.164
binarytrees,ghc,4,12,612,0.036,0,0,0% 0% 20% 100%,0.041
binarytrees,ghc,4,16,612,0.936,13620,0,1% 1% 0% 100%,0.940
binarytrees,ghc,4,20,612,18.228,173344,0,0% 1% 1% 100%,18.252
binarytrees,racket,2,12,640,0.204,284,0,0% 0% 5% 100%,0.213
binarytrees,racket,2,16,640,1.064,29424,0,0% 0% 0% 99%,1.068
binarytrees,racket,2,20,640,27.144,218080,0,1% 1% 1% 100%,27.180
binarytrees,gcc,7,12,850,0.020,0,0,0% 0% 0% 100%,0.023
binarytrees,gcc,7,16,850,0.452,4672,0,4% 0% 0% 98%,0.455
binarytrees,gcc,7,20,850,9.452,99448,0,0% 1% 1% 100%,9.462
binarytrees,hipe,2,12,499,0.200,288,0,9% 0% 4% 91%,0.229
binarytrees,hipe,2,16,499,1.860,34904,0,2% 0% 1% 100%,1.870
binarytrees,hipe,2,20,499,47.567,338644,0,0% 0% 0% 100%,47.626
binarytrees,yarv,2,12,413,0.548,5624,0,4% 0% 2% 100%,0.554
binarytrees,yarv,2,16,413,10.812,33064,0,1% 1% 1% 100%,10.822
binarytrees,yarv,2,20,413,222.744,557644,0,0% 1% 1% 100%,222.854
binarytrees,sbcl,2,12,649,0.044,0,0,0% 17% 0% 100%,0.047
binarytrees,sbcl,2,16,649,0.700,35672,0,4% 3% 3% 100%,0.706
binarytrees,sbcl,2,20,649,18.704,193676,0,1% 0% 0% 100%,18.732
binarytrees,ocaml,2,12,784,0.024,0,0,0% 0% 0% 100%,0.044
binarytrees,ocaml,2,16,784,1.352,50292,0,0% 1% 3% 99%,1.371
binarytrees,ocaml,2,20,784,35.000,101028,0,0% 0% 0% 100%,35.074
binarytrees,gnat,5,12,2167,0.028,0,0,20% 0% 0% 60%,0.042
binarytrees,gnat,5,16,2167,0.544,8960,0,0% 2% 2% 98%,0.560
binarytrees,gnat,5,20,2167,11.172,105684,0,0% 1% 1% 100%,11.196
binarytrees,gpp,7,12,919,0.024,0,0,0% 0% 0% 100%,0.027
binarytrees,gpp,7,16,919,0.500,5220,0,4% 2% 2% 100%,0.505
binarytrees,gpp,7,20,919,10.420,66996,0,0% 1% 1% 100%,10.430
binarytrees,go,7,12,567,0.172,0,0,6% 0% 0% 100%,0.176
binarytrees,go,7,16,567,4.164,10936,0,0% 1% 0% 100%,4.171
binarytrees,go,7,20,567,88.636,170400,0,1% 1% 0% 100%,88.711
binarytrees,scala,1,12,549,0.260,248,0,8% 0% 0% 100%,0.265
binarytrees,scala,1,16,549,1.040,155952,0,2% 4% 2% 100%,1.044
binarytrees,scala,1,20,549,16.136,379632,0,0% 1% 0% 100%,16.157
binarytrees,php,3,12,483,1.148,5732,0,1% 0% 1% 100%,1.152
binarytrees,php,3,16,483,35.352,80820,0,1% 0% 0% 100%,35.384
binarytrees,php,3,20,483,941.804,1260280,0,1% 1% 4% 100%,943.010
binarytrees,go,3,12,836,0.064,0,0,0% 0% 0% 100%,0.068
binarytrees,go,3,16,836,1.520,31908,0,1% 1% 1% 100%,1.524
binarytrees,go,3,20,836,0.000,1863324,-2,1% 1% 1% 100%,25.146
binarytrees,php,1,12,504,1.008,4544,0,0% 3% 2% 99%,1.014
binarytrees,php,1,16,504,26.764,36956,0,0% 0% 0% 100%,26.785
binarytrees,php,1,20,504,620.812,546248,0,0% 0% 0% 100%,621.420
binarytrees,ats,3,12,2143,0.040,0,0,0% 0% 0% 100%,0.045
binarytrees,ats,3,16,2143,0.848,9816,0,1% 0% 0% 100%,0.851
binarytrees,ats,3,20,2143,17.733,197256,0,0% 0% 0% 100%,17.746
binarytrees,ghc,5,12,611,0.036,0,0,0% 0% 0% 100%,0.040
binarytrees,ghc,5,16,611,0.880,9656,0,0% 0% 1% 100%,0.883
binarytrees,ghc,5,20,611,20.192,88332,0,1% 1% 0% 100%,20.207
binarytrees,sbcl,1,12,612,0.060,13000,0,96% 0% 2% 100%,0.473
binarytrees,sbcl,1,16,612,1.116,35672,0,2% 2% 4% 100%,1.119
binarytrees,sbcl,1,20,612,27.240,193672,0,1% 0% 0% 100%,27.271
binarytrees,ocaml,1,12,563,0.032,0,0,0% 0% 0% 100%,0.036
binarytrees,ocaml,1,16,563,0.528,41416,0,4% 0% 2% 100%,0.533
binarytrees,ocaml,1,20,563,12.744,235724,0,1% 0% 0% 100%,12.765
binarytrees,gcc,9,12,1103,0.016,0,0,0% 0% 0% 100%,0.017
binarytrees,gcc,9,16,1103,0.292,312,0,3% 0% 3% 100%,0.295
binarytrees,gcc,9,20,1103,6.216,114336,0,1% 1% 0% 100%,6.225
binarytrees,csharp,1,12,654,0.692,19872,0,1% 0% 1% 100%,0.695
binarytrees,csharp,1,16,654,1.200,24368,0,0% 2% 2% 100%,1.203
binarytrees,csharp,1,20,654,20.832,134028,0,0% 1% 2% 100%,20.858
binarytrees,java,3,12,584,0.200,248,0,5% 9% 0% 95%,0.215
binarytrees,java,3,16,584,0.980,121024,0,0% 2% 0% 100%,0.985
binarytrees,java,3,20,584,16.276,511448,0,1% 1% 0% 100%,16.301
binarytrees,ocaml,5,12,496,0.032,0,0,0% 0% 0% 100%,0.034
binarytrees,ocaml,5,16,496,1.204,6972,0,0% 1% 1% 100%,1.208
binarytrees,ocaml,5,20,496,35.888,115712,0,0% 0% 0% 100%,35.929
binarytrees,jruby,4,12,402,5.348,156596,0,1% 1% 1% 100%,5.375
binarytrees,jruby,4,16,402,10.568,613048,0,1% 1% 1% 100%,10.589
binarytrees,jruby,4,20,402,155.940,897132,0,1% 1% 1% 100%,156.101
binarytrees,ifc,2,12,1199,0.056,0,0,0% 0% 0% 100%,0.061
binarytrees,ifc,2,16,1199,1.176,3044,0,2% 0% 0% 100%,1.179
binarytrees,ifc,2,20,1199,23.773,99616,0,0% 0% 0% 100%,23.786
binarytrees,jruby,3,12,439,5.792,125788,0,1% 0% 1% 100%,5.809
binarytrees,jruby,3,16,439,11.216,605496,0,1% 0% 1% 100%,11.244
binarytrees,jruby,3,20,439,168.684,899264,0,1% 1% 1% 100%,168.872
binarytrees,scala,4,12,494,0.260,188,0,4% 4% 0% 100%,0.264
binarytrees,scala,4,16,494,1.084,156068,0,2% 1% 4% 100%,1.090
binarytrees,scala,4,20,494,17.464,506212,0,1% 1% 0% 100%,17.488
binarytrees,racket,1,12,495,0.192,280,0,0% 0% 9% 91%,0.216
binarytrees,racket,1,16,495,1.352,32432,0,0% 1% 1% 100%,1.357
binarytrees,racket,1,20,495,37.380,281180,0,0% 1% 1% 100%,37.428
binarytrees,gcc,2,12,594,0.004,0,0,0% 0% 0% 100%,0.009
binarytrees,gcc,2,16,594,0.132,0,0,0% 0% 0% 100%,0.137
binarytrees,gcc,2,20,594,2.952,25064,0,0% 2% 1% 100%,2.958
binarytrees,jruby,5,12,1123,6.116,236708,0,0% 1% 1% 100%,6.141
binarytrees,jruby,5,16,1123,13.568,611080,0,1% 1% 0% 100%,13.593
binarytrees,jruby,5,20,1123,846.140,852436,0,1% 1% 0% 100%,846.729
binarytrees,php,4,12,945,0.440,7996,0,0% 0% 4% 100%,0.443
binarytrees,php,4,16,945,15.676,62212,0,0% 0% 0% 100%,15.693
binarytrees,php,4,20,945,541.620,957228,0,0% 0% 1% 100%,542.154
binarytrees,gnat,3,12,1342,0.284,268,0,10% 3% 10% 97%,0.295
binarytrees,gnat,3,16,1342,5.620,21396,0,1% 1% 2% 100%,5.634
binarytrees,gnat,3,20,1342,114.604,329060,0,0% 1% 1% 100%,114.656
binarytrees,racket,3,12,877,0.000,22608,-10,0% 2% 7% 98%,0.457
binarytrees,racket,3,16,877,0.000,22608,-10,0% 2% 7% 98%,0.457
binarytrees,racket,3,20,877,0.000,22608,-10,0% 2% 7% 98%,0.457
binarytreesredux,java,2,12,607,0.208,248,0,0% 18% 0% 100%,0.213
binarytreesredux,java,2,16,607,0.928,55100,0,2% 0% 0% 99%,0.934
binarytreesredux,java,2,20,607,247.488,134348,0,1% 1% 0% 100%,247.659
binarytreesredux,clojure,6,12,709,2.376,62680,0,0% 0% 2% 100%,2.382
binarytreesredux,clojure,6,16,709,3.816,102472,0,0% 2% 1% 100%,3.825
binarytreesredux,clojure,6,20,709,103.096,223528,0,1% 1% 1% 100%,103.191
binarytreesredux,ghc,1,12,521,0.052,0,0,0% 0% 0% 100%,0.054
binarytreesredux,ghc,1,16,521,0.736,67476,0,0% 0% 1% 100%,0.740
binarytreesredux,ghc,1,20,521,25.624,75132,0,0% 1% 0% 100%,25.658
binarytreesredux,jruby,1,12,412,5.596,153608,0,1% 1% 1% 100%,5.613
binarytreesredux,jruby,1,16,412,11.224,608844,0,0% 1% 1% 100%,11.253
binarytreesredux,jruby,1,20,412,250.464,879960,0,1% 1% 1% 100%,250.710
binarytreesredux,scala,4,12,498,0.268,244,0,0% 0% 7% 100%,0.271
binarytreesredux,scala,4,16,498,1.036,57720,0,4% 1% 1% 100%,1.040
binarytreesredux,scala,4,20,498,252.952,136000,0,1% 0% 0% 100%,253.114
binarytreesredux,clojure,1,12,661,2.388,63476,0,1% 0% 1% 100%,2.406
binarytreesredux,clojure,1,16,661,3.520,103236,0,0% 0% 1% 100%,3.530
binarytreesredux,clojure,1,20,661,51.388,224780,0,1% 0% 1% 100%,51.442
binarytreesredux,sbcl,2,12,649,0.040,0,0,20% 0% 0% 100%,0.042
binarytreesredux,sbcl,2,16,649,0.708,25364,0,1% 0% 1% 100%,0.712
binarytreesredux,sbcl,2,20,649,20.716,181248,0,1% 0% 1% 100%,20.747
chameneosredux,python3,2,60000,866,2.620,4372,0,1% 1% 1% 96%,2.725
chameneosredux,python3,2,600000,866,26.592,4372,0,0% 1% 0% 100%,26.704
chameneosredux,python3,2,6000000,866,258.024,4372,0,0% 1% 1% 100%,258.207
chameneosredux,sbcl,3,60000,2907,0.160,0,0,0% 0% 0% 100%,0.164
chameneosredux,sbcl,3,600000,2907,1.264,33148,0,0% 0% 2% 100%,1.270
chameneosredux,sbcl,3,6000000,2907,11.972,34728,0,1% 1% 0% 100%,11.978
chameneosredux,java,2,60000,1429,0.348,188,0,5% 0% 0% 97%,0.362
chameneosredux,java,2,600000,1429,1.464,31872,0,0% 1% 0% 100%,1.468
chameneosredux,java,2,6000000,1429,12.284,50160,0,1% 1% 0% 100%,12.290
chameneosredux,hipe,1,60000,734,0.240,548,0,0% 0% 4% 100%,0.246
chameneosredux,hipe,1,600000,734,1.204,7872,0,1% 2% 0% 100%,1.211
chameneosredux,hipe,1,6000000,734,10.621,7876,0,0% 0% 0% 100%,10.631
chameneosredux,ocaml,1,60000,1279,1.016,2008,0,0% 0% 1% 100%,1.019
chameneosredux,ocaml,1,600000,1279,10.116,2012,0,0% 0% 0% 100%,10.125
chameneosredux,ocaml,1,6000000,1279,100.788,2016,0,0% 0% 0% 100%,100.826
chameneosredux,ghc,1,60000,989,0.044,0,0,17% 0% 0% 83%,0.048
chameneosredux,ghc,1,600000,989,0.468,1992,0,0% 2% 2% 100%,0.472
chameneosredux,ghc,1,6000000,989,4.656,1996,0,1% 0% 0% 100%,4.660
chameneosredux,java,3,60000,1267,1.464,18692,0,1% 0% 0% 100%,1.467
chameneosredux,java,3,600000,1267,11.200,33244,0,1% 1% 1% 100%,11.208
chameneosredux,java,3,6000000,1267,104.456,33300,0,1% 0% 0% 100%,104.488
chameneosredux,gnat,5,60000,2906,0.220,276,0,0% 0% 0% 96%,0.235
chameneosredux,gnat,5,600000,2906,2.120,1688,0,0% 1% 2% 100%,2.137
chameneosredux,gnat,5,6000000,2906,21.212,1692,0,0% 1% 1% 100%,21.231
chameneosredux,vw,2,60000,2515,0.548,21952,0,2% 3% 2% 96%,0.581
chameneosredux,vw,2,600000,2515,4.748,21952,0,0% 0% 1% 100%,4.752
chameneosredux,vw,2,6000000,2515,46.891,21952,0,0% 0% 0% 100%,46.908
chameneosredux,go,5,60000,957,0.052,0,0,17% 0% 0% 100%,0.055
chameneosredux,go,5,600000,957,0.476,772,0,0% 0% 0% 100%,0.480
chameneosredux,go,5,6000000,957,4.728,772,0,1% 1% 0% 100%,4.735
chameneosredux,csharp,1,60000,1400,1.100,21208,0,1% 2% 1% 100%,1.106
chameneosredux,csharp,1,600000,1400,2.428,24120,0,0% 0% 1% 100%,2.432
chameneosredux,csharp,1,6000000,1400,15.724,24164,0,0% 1% 0% 100%,15.730
chameneosredux,oz,1,60000,1090,0.000,71068,-10,2% 0% 0% 100%,2.396
chameneosredux,oz,1,600000,1090,0.000,71068,-10,2% 0% 0% 100%,2.396
chameneosredux,oz,1,6000000,1090,0.000,71068,-10,2% 0% 0% 100%,2.396
chameneosredux,cint,2,60000,1663,0.000,0,-2,0% 0% 0% 100%,0.013
chameneosredux,cint,2,600000,1663,0.000,0,-2,0% 0% 0% 100%,0.013
chameneosredux,cint,2,6000000,1663,0.000,0,-2,0% 0% 0% 100%,0.013
chameneosredux,racket,1,60000,791,3.756,55848,0,0% 0% 1% 100%,3.763
chameneosredux,racket,1,600000,791,34.556,94036,0,1% 1% 1% 100%,34.571
chameneosredux,racket,1,6000000,791,341.700,66044,0,0% 0% 1% 100%,341.846
chameneosredux,gnat,2,60000,6001,2.168,1660,0,0% 0% 1% 100%,2.183
chameneosredux,gnat,2,600000,6001,21.592,1660,0,0% 1% 0% 100%,21.610
chameneosredux,gnat,2,6000000,6001,215.920,1660,0,0% 1% 1% 100%,215.977
chameneosredux,yarv,1,60000,920,0.464,5296,0,0% 0% 2% 100%,0.468
chameneosredux,yarv,1,600000,920,4.212,5596,0,0% 1% 0% 100%,4.215
chameneosredux,yarv,1,6000000,920,40.604,5596,0,0% 1% 0% 100%,40.620
chameneosredux,perl,4,60000,785,0.000,0,-2,33% 0% 0% 100%,0.015
chameneosredux,perl,4,600000,785,0.000,0,-2,33% 0% 0% 100%,0.015
chameneosredux,perl,4,6000000,785,0.000,0,-2,33% 0% 0% 100%,0.015
chameneosredux,gcc,2,60000,1663,0.112,0,0,8% 0% 0% 100%,0.114
chameneosredux,gcc,2,600000,1663,1.072,584,0,2% 2% 1% 100%,1.076
chameneosredux,gcc,2,6000000,1663,10.520,584,0,1% 1% 0% 100%,10.526
chameneosredux,scala,1,60000,1271,0.000,0,-2,0% 0% 0% 100%,0.178
chameneosredux,scala,1,600000,1271,0.000,0,-2,0% 0% 0% 100%,0.178
chameneosredux,scala,1,6000000,1271,0.000,0,-2,0% 0% 0% 100%,0.178
chameneosredux,gpp,5,60000,1994,0.100,0,0,0% 0% 9% 90%,0.104
chameneosredux,gpp,5,600000,1994,0.992,908,0,0% 0% 1% 100%,0.997
chameneosredux,gpp,5,6000000,1994,9.712,912,0,3% 1% 1% 100%,9.716
chameneosredux,ghc,4,60000,989,0.044,0,0,17% 0% 17% 100%,0.049
chameneosredux,ghc,4,600000,989,0.520,1992,0,0% 2% 0% 98%,0.524
chameneosredux,ghc,4,6000000,989,5.844,2000,0,0% 1% 0% 100%,5.849
chameneosredux,clojure,1,60000,1331,7.104,190300,0,0% 16% 55% 100%,7.117
chameneosredux,clojure,1,600000,1331,18.048,384592,0,1% 14% 51% 100%,18.083
chameneosredux,clojure,1,6000000,1331,117.012,388676,0,1% 1% 1% 100%,117.160
chameneosredux,jruby,1,60000,928,10.696,151060,0,0% 0% 1% 100%,10.727
chameneosredux,jruby,1,600000,928,15.468,292372,0,0% 1% 0% 100%,15.492
chameneosredux,jruby,1,6000000,928,36.412,503272,0,0% 1% 1% 100%,36.444
chameneosredux,scala,2,60000,1171,0.528,17516,0,0% 0% 0% 100%,0.530
chameneosredux,scala,2,600000,1171,1.680,36792,0,1% 1% 1% 100%,1.683
chameneosredux,scala,2,6000000,1171,12.676,147924,0,0% 1% 1% 100%,12.687
chameneosredux,java,1,60000,1770,0.336,248,0,3% 3% 3% 94%,0.350
chameneosredux,java,1,600000,1770,0.800,17408,0,0% 1% 0% 100%,0.806
chameneosredux,java,1,6000000,1770,3.500,18076,0,1% 1% 0% 100%,3.503
chameneosredux,gpp,1,60000,2449,0.000,0,-11,%,0.000
chameneosredux,gpp,1,600000,2449,0.000,0,-11,%,0.000
chameneosredux,gpp,1,6000000,2449,0.000,0,-11,%,0.000
chameneosredux,java,4,60000,1607,1.356,16844,0,0% 1% 1% 100%,1.359
chameneosredux,java,4,600000,1607,11.228,16636,0,1% 1% 0% 100%,11.234
chameneosredux,java,4,6000000,1607,108.148,17640,0,1% 1% 0% 100%,108.178
chameneosredux,ocaml,3,60000,1146,5.824,2860,0,0% 1% 1% 100%,5.832
chameneosredux,ocaml,3,600000,1146,58.076,2860,0,0% 0% 0% 100%,58.110
chameneosredux,ocaml,3,6000000,1146,579.432,2860,0,0% 0% 0% 100%,579.728
chameneosredux,gcc,5,60000,2863,0.104,0,0,0% 9% 0% 100%,0.106
chameneosredux,gcc,5,600000,2863,1.008,576,0,2% 1% 0% 100%,1.012
chameneosredux,gcc,5,6000000,2863,9.804,580,0,1% 1% 0% 100%,9.811
fannkuchredux,gnat,3,10,2100,0.240,284,0,0% 4% 4% 96%,0.252
